TSP_25_1.dat,121.0208,127.7170,124.6791,2.1436,0.4801 sec
TSP_25_2.dat,116.9371,120.4846,118.5675,1.2130,0.5295 sec
TSP_25_3.dat,119.5117,124.4823,122.4935,2.4134,0.4263 sec
TSP_25_4.dat,118.3463,124.6497,120.9251,2.1064,0.5039 sec
TSP_25_5.dat,118.2204,120.7781,119.4260,0.8774,0.5577 sec
TSP_25_6.dat,112.7662,114.5473,113.9544,0.6400,0.5026 sec
TSP_25_7.dat,114.5640,125.2926,118.6536,3.8626,0.4637 sec
TSP_25_8.dat,109.9128,120.6628,114.4376,3.7549,0.5222 sec
TSP_25_9.dat,131.0302,136.9749,134.3330,2.1988,0.5286 sec
