TSP_100_1.dat,562.0855,616.8389,589.4622,27.3767,32.8537
TSP_100_2.dat,517.6495,523.4737,520.5616,2.9121,36.3481
TSP_100_3.dat,538.9852,554.0208,546.5030,7.5178,38.6829
TSP_100_4.dat,511.0467,534.6725,522.8596,11.8129,36.0500
TSP_100_5.dat,604.2694,612.9694,608.6194,4.3500,33.7766
TSP_100_6.dat,524.8286,561.9574,543.3930,18.5644,33.5939
TSP_100_7.dat,557.1537,557.1537,557.1537,0.0000,32.9219
TSP_100_8.dat,518.6339,585.9742,552.3040,33.6702,32.3897
TSP_100_9.dat,568.9786,610.3024,589.6405,20.6619,31.9742
